#KSP	path_length	path
115	1.52031e+01	P35222|Q05209|P19022|O75581
116	1.52031e+01	P35222|Q12913|P19022|O75197
117	1.52031e+01	P35222|Q12913|P19022|O75581
118	1.52031e+01	P35222|Q15796|O15169|O75197
119	1.52031e+01	P35222|Q15796|O15169|O75581
120	1.52031e+01	P35222|Q16620|P19022|O75197
121	1.52031e+01	P35222|Q16620|P19022|O75581
122	1.52031e+01	P35222|Q16827|P19022|O75197
123	1.52031e+01	P35222|Q16827|P19022|O75581
124	1.52031e+01	P35222|Q8TEW0|P61981|Q07954
125	1.52031e+01	P35222|Q92597|P61981|Q07954
126	1.52031e+01	P35222|Q13526|Q9NRR5|O75084
127	1.52031e+01	P35222|Q9Y2T1|P49841|Q01974
128	1.52031e+01	P35222|Q9Y2T1|Q9Y4X0|O75581
129	1.52031e+01	P98082|O15169|P19022|O75197
130	1.52031e+01	P98082|O15169|P19022|O75581
131	1.52031e+01	P98082|O15169|P49840|O75581
132	1.52031e+01	P98082|O15169|P49840|Q01974
133	1.52031e+01	P98082|O15169|P49841|Q01974
134	1.52031e+01	P98082|O15169|Q92837|O75197
135	1.52031e+01	P98082|P36897|O15169|O75197
136	1.52031e+01	P98082|P36897|O15169|O75581
137	1.52031e+01	P98082|P84022|O15169|O75197
138	1.52031e+01	P98082|P27986|P49841|Q01974
139	1.52031e+01	P98082|P27986|P61981|Q07954
140	1.52031e+01	P98082|P84022|O15169|O75581
141	1.52031e+01	P98082|Q15796|O15169|O75197
142	1.52031e+01	P98082|Q15796|O15169|O75581
143	1.52031e+01	P98082|Q92997|O15169|O75197
144	1.52031e+01	P98082|Q92997|O15169|O75581
145	1.52031e+01	P98082|Q92997|P49841|Q01974
146	1.52031e+01	P98082|Q92997|Q92837|O75197
147	1.52031e+01	Q13363|Q9H307|P61981|Q07954
148	1.52031e+01	P15923|Q06455|Q9NRR5|O75084
149	1.52031e+01	Q13469|P48729|O15169|O75197
150	1.52031e+01	Q13469|P48729|O15169|O75581
151	1.52031e+01	Q15797|O14640|O15169|O75197
152	1.52031e+01	Q15797|O14640|O15169|O75581
153	1.52031e+01	Q15797|O14640|P49841|Q01974
154	1.52031e+01	Q15797|O14640|Q92837|O75197
155	1.52031e+01	Q15797|P10275|P49841|Q01974
156	1.52031e+01	Q15797|P46937|P61981|Q07954
157	1.52031e+01	Q9NQB0|P14923|P19022|O75197
158	1.52031e+01	Q9NQB0|P14923|P19022|O75581
159	1.52031e+01	Q9UJU2|O15105|O15169|O75197
160	1.52031e+01	Q9UJU2|O15105|O15169|O75581
161	1.52031e+01	Q9UJU2|P84022|O15169|O75197
162	1.52031e+01	Q9UJU2|P84022|O15169|O75581
163	1.52031e+01	Q9UJU2|Q15796|O15169|O75197
164	1.52031e+01	Q9UJU2|Q15796|O15169|O75581
165	1.52225e+01	P15884|O15105|O15198|O75197
166	1.52225e+01	P15884|Q09472|P12757|Q07954
167	1.52225e+01	P15923|P55036|Q9UMX0|O75084
168	1.52225e+01	P35222|O15105|O15198|O75197
169	1.52225e+01	P35222|P84022|P12757|Q07954
170	1.52225e+01	P35222|Q09472|P12757|Q07954
171	1.52225e+01	P35222|Q12778|P61981|Q07954
172	1.52225e+01	P35222|Q13485|O15198|O75197
173	1.52225e+01	P35222|Q13485|P12757|Q07954
174	1.52225e+01	P35222|Q15796|P58335|O75581
175	1.52225e+01	P35222|Q15796|P12757|Q07954
176	1.52225e+01	P37231|Q09472|P12757|Q07954
177	1.52225e+01	P98082|O43318|P12757|Q07954
178	1.52225e+01	P98082|P84022|P12757|Q07954
179	1.52225e+01	P98082|Q15796|P58335|O75581
180	1.52225e+01	P98082|Q15796|P12757|Q07954
181	1.52225e+01	Q15797|O75533|P49841|Q01974
182	1.52225e+01	Q15797|O75533|P61981|Q07954
183	1.52225e+01	Q15797|P08621|P49841|Q01974
184	1.52225e+01	Q15797|Q04721|P49841|Q01974
185	1.52225e+01	Q15797|Q09472|P12757|Q07954
186	1.52225e+01	Q15797|Q13485|O15198|O75197
187	1.52225e+01	Q15797|Q13485|P12757|Q07954
188	1.52225e+01	Q15797|Q9HAU4|P12757|Q07954
189	1.52225e+01	Q9NQB0|Q09472|P12757|Q07954
190	1.52225e+01	Q9UJU2|O15105|O15198|O75197
191	1.52225e+01	Q9UJU2|P84022|P12757|Q07954
192	1.52225e+01	Q9UJU2|Q15796|P58335|O75581
193	1.52225e+01	Q9UJU2|Q15796|P12757|Q07954
194	1.52291e+01	Q13469|P08670|P61981|Q07954
195	1.52419e+01	P35222|Q13526|Q99750|O00144
196	1.52419e+01	P35222|Q15796|O15198|O75197
197	1.52419e+01	P37231|Q15047|P12757|Q07954
198	1.52419e+01	P98082|Q15796|O15198|O75197
199	1.52419e+01	P98082|Q9HAU4|P12757|Q07954
200	1.52419e+01	Q13363|P61968|O15198|O75197
201	1.52419e+01	Q15797|Q9NYG2|Q9NRR5|O75084
202	1.52419e+01	Q9NQB0|P12956|P12757|Q07954
203	1.52419e+01	Q9P2D1|Q15047|P12757|Q07954
204	1.52419e+01	Q9UJU2|Q15796|O15198|O75197
205	1.52612e+01	Q15797|O14686|O15198|O75197
206	1.52612e+01	Q15797|O60315|O15198|O75197
207	1.52612e+01	Q15797|O75533|O15198|O75197
208	1.52612e+01	Q15797|P08621|O15198|O75197
209	1.52612e+01	Q15797|P08621|P12757|Q07954
210	1.52612e+01	Q15797|P22670|O15198|O75197
211	1.52612e+01	Q15797|O75925|P12757|Q07954
212	1.52612e+01	Q15797|Q5T5Y3|O15198|O75197
213	1.52612e+01	Q15797|Q5T5Y3|P12757|Q07954
214	1.52612e+01	Q15797|Q8N2W9|P12757|Q07954
215	1.52612e+01	Q15797|Q8NAM6|O15198|O75197
216	1.52612e+01	Q15797|Q9UNY4|P12757|Q07954
217	1.52612e+01	Q15797|Q9Y2U8|O15198|O75197
218	1.52791e+01	Q15797|Q9H160|P12757|Q07954
219	1.52954e+01	Q13469|P05412|P49841|Q01974
220	1.53433e+01	P15884|O15105|O43318|Q01974
221	1.53433e+01	P15884|P10275|Q03135|O75581
222	1.53433e+01	P15884|P17931|P13569|P34925
223	1.53433e+01	P15884|Q15796|O15169|O75197
224	1.53433e+01	P15884|Q15796|O15169|O75581
225	1.53433e+01	P15923|P10275|P49841|Q01974
226	1.53433e+01	P15923|P55036|P0CG48|O75581
227	1.53433e+01	P25054|P63104|P0CG47|O75581
228	1.53433e+01	P25054|P63104|P0CG48|O75581
229	1.53433e+01	P35222|O15105|O43318|Q01974
230	1.53433e+01	P35222|O94907|P56704|O00144
231	1.53433e+01	P35222|O94907|P56704|O75084
232	1.53433e+01	P35222|O94907|P56704|O75197
233	1.53433e+01	P35222|O94907|P56704|O75581
234	1.53433e+01	P35222|O94907|P56704|P34925
235	1.53433e+01	P35222|O94907|P56704|Q01974
236	1.53433e+01	P35222|O94907|P56704|Q13467
237	1.53433e+01	P35222|O94907|P56704|Q14332
238	1.53433e+01	P35222|O94907|P56704|Q9H461
239	1.53433e+01	P35222|O94907|P56704|Q9NPG1
240	1.53433e+01	P35222|O94907|P56704|Q9ULW2
241	1.53433e+01	P35222|O94907|P56704|Q9UP38
242	1.53433e+01	P35222|O94907|Q14696|O75581
243	1.53433e+01	P35222|P01106|P0CG48|O75581
244	1.53433e+01	P35222|P08238|P13569|P34925
245	1.53433e+01	P35222|P10275|Q03135|O75581
246	1.53433e+01	P35222|P10809|P13569|P34925
247	1.53433e+01	P35222|P12830|Q03135|O75581
248	1.53433e+01	P35222|P17931|P13569|P34925
249	1.53433e+01	P35222|P17844|P49841|Q01974
250	1.53433e+01	P35222|P17844|P61981|Q07954
251	1.53433e+01	P35222|P27986|P49841|Q01974
252	1.53433e+01	P35222|P02741|Q15485|Q07954
253	1.53433e+01	P35222|P27986|P61981|Q07954
254	1.53433e+01	P35222|P63104|P0CG47|O75581
255	1.53433e+01	P35222|P63104|P0CG48|O75581
256	1.53433e+01	P35222|Q13526|O15169|O75197
257	1.53433e+01	P35222|Q13526|O15169|O75581
258	1.53433e+01	P35222|Q15796|P62979|O75581
259	1.53433e+01	P35222|Q15796|P62987|O75581
260	1.53433e+01	P35222|Q15796|P49841|Q01974
261	1.53433e+01	P35222|Q9HD26|P13569|P34925
262	1.53433e+01	P98082|O43318|P0CG48|O75581
263	1.53433e+01	P98082|P27986|P0CG47|O75581
264	1.53433e+01	P98082|P36897|Q03135|O75581
265	1.53433e+01	P98082|P62993|P0CG47|O75581
266	1.53433e+01	P98082|P06241|Q03135|O75581
267	1.53433e+01	P98082|Q15796|P62979|O75581
268	1.53433e+01	P98082|Q15796|P62987|O75581
269	1.53433e+01	P98082|Q15796|P49841|Q01974
270	1.53433e+01	Q13469|O43353|O43318|Q01974
271	1.53433e+01	Q13469|P05412|P0CG48|O75581
272	1.53433e+01	Q13469|Q04206|P0CG48|O75581
273	1.53433e+01	Q15797|P10275|Q03135|O75581
274	1.53433e+01	Q15797|Q13501|P0CG48|O75581
275	1.53433e+01	Q15797|Q13501|P62979|O75581
276	1.53433e+01	Q15797|Q96RN5|P0CG48|O75581
277	1.53433e+01	Q9NQB0|P09874|P0CG48|O75581
278	1.53433e+01	Q9NQB0|Q9UER7|P0CG48|O75581
279	1.53433e+01	Q9UJU2|O15105|O43318|Q01974
280	1.53433e+01	Q9UJU2|Q15796|P62979|O75581
281	1.53433e+01	Q9UJU2|Q15796|P62987|O75581
282	1.53433e+01	Q9UJU2|Q15796|P49841|Q01974
283	1.53486e+01	P25054|P20823|P13569|P34925
284	1.53486e+01	P25054|Q9NR80|P49841|Q01974
285	1.53486e+01	P35222|P20823|P13569|P34925
286	1.53486e+01	P35222|P26232|P61981|Q07954
287	1.53486e+01	P35222|P35221|P61981|Q07954
288	1.53486e+01	P35222|Q9UI47|P61981|Q07954
289	1.53627e+01	P15884|Q15796|P58335|O75581
290	1.53627e+01	P15884|Q15796|P12757|Q07954
291	1.53627e+01	P35222|P27348|Q9NRR5|O75084
292	1.53627e+01	Q15797|P46934|P13569|P34925
293	1.53820e+01	P15884|Q15796|O15198|O75197
294	1.53820e+01	P35222|O94907|O15198|O75197
295	1.53820e+01	P35222|O94907|Q99750|O00144
296	1.53820e+01	P35222|P27348|O15198|O75197
297	1.53820e+01	P37231|Q9UBL3|O15198|O75197
298	1.53820e+01	Q15797|Q96KM6|P62979|O75581
299	1.53920e+01	P25054|Q9ULH1|P0CG48|O75581
300	1.53999e+01	P35222|Q13485|P0CG47|O75581
301	1.53999e+01	P35222|Q13485|P62979|O75581
302	1.53999e+01	P35222|Q13485|P62987|O75581
303	1.53999e+01	P98082|P36897|P0CG47|O75581
304	1.53999e+01	P98082|P36897|P62979|O75581
305	1.53999e+01	P98082|P36897|P62987|O75581
306	1.53999e+01	Q15797|P62979|P0CG47|O75581
307	1.53999e+01	Q15797|P62979|P0CG48|O75581
308	1.53999e+01	Q15797|P62979|P58335|O75581
309	1.53999e+01	Q15797|P62979|P62987|O75581
310	1.53999e+01	Q15797|P62987|P0CG47|O75581
311	1.53999e+01	Q15797|P62987|P0CG48|O75581
312	1.53999e+01	Q15797|P62987|P58335|O75581
313	1.53999e+01	Q15797|P62987|P62979|O75581
314	1.53999e+01	Q15797|Q13485|P0CG47|O75581
315	1.53999e+01	Q15797|Q13485|P62979|O75581
316	1.53999e+01	Q15797|Q13485|P62987|O75581
317	1.53999e+01	Q15797|Q9HCE7|P0CG47|O75581
318	1.53999e+01	Q15797|Q9HCE7|P62979|O75581
319	1.53999e+01	Q15797|Q9HCE7|P62987|O75581
320	1.54356e+01	Q9NQB0|P05412|P49841|Q01974
321	1.54392e+01	P25054|P63104|P61981|Q07954
322	1.54392e+01	P35222|P63104|P61981|Q07954
323	1.54445e+01	P15923|P55036|P62979|O75581
324	1.54483e+01	P15884|O15105|O14640|P34925
325	1.54483e+01	P15884|O15105|O14640|Q01974
326	1.54483e+01	P15884|P10275|P21333|Q01974
327	1.54483e+01	P15884|P14923|P19022|O75197
328	1.54483e+01	P15884|P14923|P19022|O75581
329	1.54483e+01	P15884|Q09472|P01106|Q01973
330	1.54483e+01	P15923|Q13309|P01106|Q01973
331	1.54483e+01	P15923|Q9Y230|P01106|Q01973
332	1.54483e+01	P25054|O14640|P48730|O75581
333	1.54483e+01	P25054|O14640|P49674|O75581
334	1.54483e+01	P25054|O15169|O14640|P34925
335	1.54483e+01	P25054|O15169|O14640|Q01974
336	1.54483e+01	P25054|O15169|P48729|O75581
337	1.54483e+01	P25054|O15169|P49674|O75581
338	1.54483e+01	P25054|O15169|P01106|Q01973
339	1.54483e+01	P25054|O15169|O14641|Q01974
340	1.54483e+01	P25054|O15169|Q92997|Q01974
341	1.54483e+01	P25054|P11021|P13569|P34925
342	1.54483e+01	P25054|O75643|P61981|Q07954
343	1.54483e+01	P25054|P19474|P61981|Q07954
344	1.54483e+01	P25054|P33176|P61981|Q07954
345	1.54483e+01	P25054|P48729|O15169|O75197
346	1.54483e+01	P25054|P48729|O15169|O75581
347	1.54483e+01	P25054|P49840|O15169|O75197
348	1.54483e+01	P25054|P49840|O15169|O75581
349	1.54483e+01	P25054|P49840|P49841|Q01974
350	1.54483e+01	P25054|P49840|P61981|Q07954
351	1.54483e+01	P25054|P49841|P01106|Q01973
352	1.54483e+01	P25054|P63104|P21333|Q01974
353	1.54483e+01	P25054|P63104|P05067|Q07954
354	1.54483e+01	P25054|Q9Y2T1|O15169|O75197
355	1.54483e+01	P25054|Q9Y2T1|O15169|O75581
356	1.54483e+01	P25054|Q9Y2T1|P48729|O75581
357	1.54483e+01	P25054|Q9Y2T1|P49840|O75581
358	1.54483e+01	P25054|Q9Y2T1|P49840|Q01974
359	1.54483e+01	P35222|O15105|O14640|P34925
360	1.54483e+01	P35222|O15105|O14640|Q01974
361	1.54483e+01	P35222|O15169|O14640|P34925
362	1.54483e+01	P35222|O15169|O14640|Q01974
363	1.54483e+01	P35222|O15169|P48729|O75581
364	1.54483e+01	P35222|O15169|P49674|O75581
365	1.54483e+01	P35222|O15169|P01106|Q01973
366	1.54483e+01	P35222|O15169|O14641|Q01974
367	1.54483e+01	P35222|O15169|Q92997|Q01974
368	1.54483e+01	P35222|P00519|P21333|Q01974
369	1.54483e+01	P35222|P00519|O00213|Q07954
370	1.54483e+01	P35222|P00519|P05067|Q07954
371	1.54483e+01	P35222|P00519|Q13315|Q01974
372	1.54483e+01	P35222|P01106|Q9Y4X0|O75581
373	1.54483e+01	P35222|P10275|P21333|Q01974
374	1.54483e+01	P35222|P17252|O14641|Q01974
375	1.54483e+01	P35222|O14920|P21333|Q01974
376	1.54483e+01	P35222|P31749|O14640|P34925
377	1.54483e+01	P35222|P31749|O14640|Q01974
378	1.54483e+01	P35222|P35221|P19022|O75197
379	1.54483e+01	P35222|P35221|P19022|O75581
380	1.54483e+01	P35222|P45983|P05067|Q07954
381	1.54483e+01	P35222|P45983|P61981|Q07954
382	1.54483e+01	P35222|P48729|P49840|O75581
383	1.54483e+01	P35222|P48729|P49840|Q01974
384	1.54483e+01	P35222|P48729|P49841|Q01974
385	1.54483e+01	P35222|P48729|P61981|Q07954
386	1.54483e+01	P35222|P49840|O15169|O75197
387	1.54483e+01	P35222|P49840|O15169|O75581
388	1.54483e+01	P35222|P49840|P49841|Q01974
389	1.54483e+01	P35222|P49840|P61981|Q07954
390	1.54483e+01	P35222|P63104|P21333|Q01974
391	1.54483e+01	P35222|P63104|P05067|Q07954
392	1.54483e+01	P35222|P84022|O14640|P34925
393	1.54483e+01	P35222|P84022|O14640|Q01974
394	1.54483e+01	P35222|P84022|P01106|Q01973
395	1.54483e+01	P35222|P84022|P05121|Q07954
396	1.54483e+01	P35222|Q09472|P01106|Q01973
397	1.54483e+01	P35222|Q13485|O14640|P34925
398	1.54483e+01	P35222|Q13485|O14640|Q01974
399	1.54483e+01	P35222|Q13485|P41221|O00144
400	1.54483e+01	P35222|Q13485|P05121|Q07954
401	1.54483e+01	P35222|Q13485|P41221|O75084
402	1.54483e+01	P35222|Q13485|P41221|O75197
403	1.54483e+01	P35222|Q13485|P41221|O75581
404	1.54483e+01	P35222|Q13485|P41221|Q01973
405	1.54483e+01	P35222|Q13485|P41221|Q01974
406	1.54483e+01	P35222|Q13485|P41221|Q13467
407	1.54483e+01	P35222|Q13485|P41221|Q14332
408	1.54483e+01	P35222|Q13485|P41221|Q9H461
409	1.54483e+01	P35222|Q13485|P41221|Q9NPG1
410	1.54483e+01	P35222|Q13485|P41221|Q9ULW2
411	1.54483e+01	P35222|Q13485|P41221|Q9UP38
412	1.54483e+01	P35222|Q13547|P01106|Q01973
413	1.54483e+01	P35222|Q15796|O14640|P34925
414	1.54483e+01	P35222|Q15796|O14640|Q01974
415	1.54483e+01	P35222|Q15796|P01106|Q01973
416	1.54483e+01	P35222|Q92729|P19022|O75197
417	1.54483e+01	P35222|Q92729|P19022|O75581
418	1.54483e+01	P35222|Q9NZI8|P49841|Q01974
419	1.54483e+01	P35222|Q9Y230|P01106|Q01973
420	1.54483e+01	P35222|Q9Y2T1|O15169|O75197
421	1.54483e+01	P35222|Q9Y2T1|O15169|O75581
422	1.54483e+01	P35222|Q9Y2T1|P48729|O75581
423	1.54483e+01	P35222|Q9Y2T1|P49840|O75581
424	1.54483e+01	P35222|Q9Y2T1|P49840|Q01974
425	1.54483e+01	P37231|O95425|P13569|P34925
426	1.54483e+01	P37231|P51532|P01106|Q01973
427	1.54483e+01	P37231|P56524|P61981|Q07954
428	1.54483e+01	P37231|Q09472|P01106|Q01973
429	1.54483e+01	P98082|O15169|O14640|P34925
430	1.54483e+01	P98082|O15169|O14640|Q01974
431	1.54483e+01	P98082|O15169|P48729|O75581
432	1.54483e+01	P98082|O15169|P49674|O75581
433	1.54483e+01	P98082|O15169|P01106|Q01973
434	1.54483e+01	P98082|O15169|O14641|Q01974
435	1.54483e+01	P98082|O15169|Q92997|Q01974
436	1.54483e+01	P98082|P06241|P21333|Q01974
437	1.54483e+01	P98082|P27986|P21333|Q01974
438	1.54483e+01	P98082|P62993|O94907|O75197
439	1.54483e+01	P98082|P62993|O94907|O75581
440	1.54483e+01	P98082|P62993|P78352|O75084
441	1.54483e+01	P98082|P62993|P21333|Q01974
442	1.54483e+01	P98082|P62993|P05067|Q07954
443	1.54483e+01	P98082|P62993|P78352|Q14332
444	1.54483e+01	P98082|P62993|P78352|Q9UP38
445	1.54483e+01	P98082|P84022|O14640|P34925
446	1.54483e+01	P98082|P84022|O14640|Q01974
447	1.54483e+01	P98082|P84022|P01106|Q01973
448	1.54483e+01	P98082|P84022|P05121|Q07954
449	1.54483e+01	P98082|Q13526|Q9NRR5|O75084
450	1.54483e+01	P98082|Q15796|O14640|P34925
451	1.54483e+01	P98082|Q15796|O14640|Q01974
452	1.54483e+01	P98082|Q15796|P01106|Q01973
453	1.54483e+01	Q13363|P38398|P01106|Q01973
454	1.54483e+01	Q13363|P38398|Q13315|Q01974
455	1.54483e+01	Q13363|P38398|Q9H6X2|O75581
456	1.54483e+01	Q13363|Q13547|P01106|Q01973
457	1.54483e+01	Q13469|P01375|P01023|Q07954
458	1.54483e+01	Q13469|P48729|P49840|O75581
459	1.54483e+01	Q13469|P48729|P49840|Q01974
460	1.54483e+01	Q13469|P48729|P49841|Q01974
461	1.54483e+01	Q13469|P48729|P61981|Q07954
462	1.54483e+01	Q13469|P60568|P01023|Q07954
463	1.54483e+01	Q13469|Q04206|P41221|O00144
464	1.54483e+01	Q13469|Q04206|P01106|Q01973
465	1.54483e+01	Q13469|Q04206|P41221|O75084
466	1.54483e+01	Q13469|Q04206|P41221|O75197
467	1.54483e+01	Q13469|Q04206|P41221|O75581
468	1.54483e+01	Q13469|Q04206|P41221|Q01973
469	1.54483e+01	Q13469|Q04206|P41221|Q01974
470	1.54483e+01	Q13469|Q04206|P41221|Q13467
471	1.54483e+01	Q13469|Q04206|P41221|Q14332
472	1.54483e+01	Q13469|Q04206|P41221|Q9H461
473	1.54483e+01	Q13469|Q04206|P41221|Q9NPG1
474	1.54483e+01	Q13469|Q04206|P41221|Q9ULW2
475	1.54483e+01	Q13469|Q04206|P41221|Q9UP38
476	1.54483e+01	Q13469|Q13526|Q9NRR5|O75084
477	1.54483e+01	Q15797|O14640|P48730|O75581
478	1.54483e+01	Q15797|O14640|P49674|O75581
479	1.54483e+01	Q15797|P10275|P21333|Q01974
480	1.54483e+01	Q15797|P46531|P04628|O00144
481	1.54483e+01	Q15797|P46531|P04628|O75084
482	1.54483e+01	Q15797|P46531|P04628|O75197
483	1.54483e+01	Q15797|P46531|P04628|O75581
484	1.54483e+01	Q15797|P46531|P04628|P34925
485	1.54483e+01	Q15797|P46531|P04628|Q01974
486	1.54483e+01	Q15797|P46531|P04628|Q13467
487	1.54483e+01	Q15797|P46531|P04628|Q14332
488	1.54483e+01	Q15797|P46531|P04628|Q9H461
489	1.54483e+01	Q15797|P46531|P04628|Q9NPG1
490	1.54483e+01	Q15797|P46531|P04628|Q9ULW2
491	1.54483e+01	Q15797|P46531|P04628|Q9UP38
492	1.54483e+01	Q15797|P46531|P49841|Q01974
493	1.54483e+01	Q15797|Q01844|P49841|Q01974
494	1.54483e+01	Q15797|Q09472|P01106|Q01973
495	1.54483e+01	Q15797|Q13485|O14640|P34925
496	1.54483e+01	Q15797|Q13485|O14640|Q01974
497	1.54483e+01	Q15797|Q13485|P41221|O00144
498	1.54483e+01	Q15797|Q13485|P05121|Q07954
499	1.54483e+01	Q15797|Q13485|P41221|O75084
500	1.54483e+01	Q15797|Q13485|P41221|O75197
